1	38.73	7.2	3.6	6.1	2.5	27.2	-10.6	15.8	-10.73	1.87	19.90	0.81	2.25	50.26
0	38.43	5.1	3.8	1.6	0.2	5.1	3.8	3.8	19.77	-21.65	7.64	22.39	-20.69	13.50
1	33.04	6.4	3.1	5.5	1.8	26.4	-11.1	14.1	-7.77	4.63	17.56	3.01	4.21	46.78
0	36.44	4.6	3.6	1	0.2	4.6	3.6	3.6	17.80	-20.72	7.24	19.72	-19.80	12.56
0	30.54	4.8	3	1.4	0.3	4.8	3	3	14.04	-16.26	6.06	16.40	-15.36	11.46
1	32.35	7.6	3	6.6	2.1	27.6	-11.2	16.2	-5.75	6.55	19.62	6.37	6.41	50.46
1	34.27	6.5	3.2	5.1	2	26.5	-11	13.4	-8.43	4.05	17.00	1.97	3.85	46.18
1	26.98	4.9	2.5	4.5	1.7	24.9	-11.7	11.5	-4.07	7.43	14.34	5.41	6.79	41.54
1	32.48	6.5	3	5.8	2.2	26.5	-11.2	14.6	-6.82	5.48	18.04	4.28	5.44	47.46
0	30.48	5	3	1.6	0.2	5	3	3	14.28	-16.02	6.04	16.88	-15.22	11.64
0	32.49	4.7	3.2	1.6	0.2	4.7	3.2	3.2	15.23	-17.73	6.44	17.77	-16.89	11.78
0	34.69	5.4	3.4	1.5	0.4	5.4	3.4	3.4	17.25	-18.45	6.88	19.83	-17.37	12.96
1	32.10	6.1	3	4.9	1.8	26.1	-11.2	12.8	-7.20	5.10	16.16	2.92	4.66	44.82
0	34.70	5	3.4	1.6	0.4	5	3.4	3.4	16.86	-18.84	6.88	19.46	-17.76	12.56
0	33.51	5	3.3	1.4	0.2	5	3.3	3.3	16.20	-18.12	6.64	18.60	-17.26	12.30
1	29.61	5.7	2.8	4.1	1.3	15.7	-4.3	6.9	3.97	-3.87	9.96	11.21	-3.43	27.04
1	27.52	5.8	2.6	4	1.2	15.8	-4.5	6.6	4.42	-2.34	9.44	11.58	-2.04	26.56
1	30.25	7.4	2.8	6.1	1.9	27.4	-11.4	15	-4.17	7.87	18.18	7.41	7.49	48.58
1	34.66	6.8	3.2	5.9	2.3	26.8	-11	15	-8.04	4.44	18.66	3.22	4.54	48.46
0	34.57	5	3.4	1.5	0.2	5	3.4	3.4	16.93	-18.77	6.84	19.43	-17.89	12.52
1	27.28	6.3	2.5	5	1.9	26.3	-11.7	12.5	-2.57	8.93	15.38	7.69	8.49	44.18
1	29.78	6.8	2.8	4.8	1.4	16.8	-4.3	7.6	5.14	-2.70	10.68	13.30	-2.16	29.00
0	39.79	5.4	3.9	1.7	0.4	5.4	3.9	3.9	21.00	-21.90	7.88	23.78	-20.72	14.06
1	29.29	5.8	2.7	5.1	1.9	25.8	-11.5	12.9	-4.86	7.02	15.98	5.40	6.62	44.36
1	23.42	6	2.2	4	1	16	-4.9	6.2	5.64	0.80	8.60	12.84	0.82	25.84
1	30.52	6.4	2.8	5.6	2.1	26.4	-11.4	14	-5.10	6.94	17.22	5.78	6.76	46.42
0	30.65	4.4	3	1.3	0.2	4.4	3	3	13.85	-16.45	6.04	16.03	-15.65	11.04
0	31.56	4.9	3.1	1.5	0.1	4.9	3.1	3.1	14.97	-16.65	6.22	17.45	-15.93	11.74
1	30.66	6.4	2.8	5.6	2.2	26.4	-11.4	14	-5.06	6.98	17.24	5.82	6.90	46.44
1	31.27	7.3	2.9	6.3	1.8	27.3	-11.3	15.5	-5.00	7.18	18.76	6.76	6.72	49.16
0	36.07	5	3.5	1.6	0.6	5	3.5	3.5	17.72	-19.38	7.12	20.32	-18.08	12.82
0	30.58	4.3	3	1.1	0.1	4.3	3	3	13.78	-16.52	6.02	15.74	-15.82	10.92
1	27.49	5.7	2.6	3.5	1	15.7	-4.5	6.1	4.49	-2.27	8.90	11.13	-2.17	25.82
1	30.89	5.8	2.8	5.1	2.4	25.8	-11.4	13	-5.63	6.41	16.28	4.63	6.53	44.68
0	35.79	5	3.5	1.3	0.3	5	3.5	3.5	17.74	-19.36	7.06	20.04	-18.36	12.76
1	29.80	5.7	2.8	4.5	1.3	15.7	-4.3	7.3	4.16	-3.68	10.36	11.80	-3.24	27.52
1	30.51	7.7	2.8	6.7	2	27.7	-11.4	16.2	-3.71	8.33	19.40	8.53	8.05	50.34
1	29.42	5.8	2.7	5.1	1.9	25.8	-11.5	12.9	-4.73	7.15	15.98	5.53	6.75	44.36
1	30.83	6.2	2.9	4.3	1.3	16.2	-4.2	7.2	4.55	-3.86	10.36	12.09	-3.40	28.00
0	38.84	5.7	3.8	1.7	0.3	5.7	3.8	3.8	20.68	-20.74	7.66	23.52	-19.68	14.12
1	32.05	5.6	3	4.5	1.5	15.6	-4.1	7.5	3.85	-5.15	10.80	11.47	-4.47	27.90
1	32.86	6.7	3	5.2	2.3	26.7	-11.2	13.4	-6.34	5.96	16.86	4.20	6.02	46.24
1	25.56	5.5	2.4	3.7	1	15.5	-4.7	6.1	4.78	-0.98	8.70	11.58	-0.92	25.42
0	29.76	4.4	2.9	1.4	0.2	4.4	2.9	2.9	13.37	-15.63	5.84	15.65	-14.85	10.82
1	32.67	6.8	3	5.5	2.1	26.8	-11.2	14	-6.23	6.07	17.42	4.63	5.93	47.02
0	35.81	5.2	3.5	1.5	0.2	5.2	3.5	3.5	18.06	-19.04	7.04	20.60	-18.14	12.94
1	29.21	6	2.7	5.1	1.6	16	-4.4	7.8	4.73	-2.56	10.82	13.03	-1.84	28.38
1	30.62	5.6	2.8	4.9	2	25.6	-11.4	12.6	-5.70	6.34	15.80	4.32	6.06	43.92
1	32.12	5.4	3	4.5	1.5	15.4	-4.1	7.5	3.72	-5.28	10.80	11.30	-4.60	27.70
0	31.83	4.6	3.1	1.5	0.2	4.6	3.1	3.1	14.84	-16.78	6.24	17.26	-15.96	11.46
1	30.14	6.5	2.8	4.6	1.5	16.5	-4.3	7.4	5.10	-2.74	10.50	13.00	-2.10	28.48
0	38.05	5.1	3.7	1.5	0.4	5.1	3.7	3.7	19.44	-20.52	7.48	21.96	-19.38	13.32
0	37.86	5.4	3.7	1.5	0.2	5.4	3.7	3.7	19.75	-20.21	7.44	22.33	-19.27	13.58
1	27.67	5.7	2.5	5	2	25.7	-11.7	12.5	-2.88	8.62	15.40	7.26	8.28	43.60
1	32.08	6.1	3	4.6	1.4	16.1	-4.1	7.6	4.48	-4.52	10.88	12.30	-3.94	28.50
1	34.48	7.2	3.2	6	1.8	27.2	-11	15.2	-7.32	5.16	18.76	4.12	4.76	49.00
1	32.49	5.9	3	5.1	1.8	25.9	-11.2	13.2	-7.01	5.29	16.56	3.27	4.85	45.10
1	30.99	6.4	2.9	4.3	1.3	16.4	-4.2	7.2	4.91	-3.50	10.36	12.49	-3.04	28.20
1	30.99	5.6	2.9	3.6	1.3	15.6	-4.2	6.5	4.11	-4.30	9.66	10.83	-3.84	26.56
0	37.90	5.3	3.7	1.5	0.2	5.3	3.7	3.7	19.69	-20.27	7.44	22.25	-19.33	13.48
1	24.70	5	2.3	3.3	1	15	-4.8	5.6	4.66	-0.63	8.10	10.96	-0.59	24.22
0	34.20	5.1	3.3	1.7	0.5	5.1	3.3	3.3	16.69	-17.63	6.70	19.41	-16.47	12.46
1	27.51	6.7	2.5	5.8	1.8	26.7	-11.7	14.1	-1.84	9.66	16.96	9.30	9.12	46.48
1	30.51	6.2	2.8	4.8	1.8	26.2	-11.4	12.4	-5.01	7.03	15.56	5.03	6.55	44.24
1	31.01	6.6	2.9	4.6	1.3	16.6	-4.2	7.5	5.13	-3.28	10.66	13.05	-2.82	28.76
1	26.82	5.6	2.5	3.9	1.1	15.6	-4.6	6.4	4.82	-1.43	9.12	11.84	-1.25	26.00
0	34.93	5.1	3.4	1.5	0.2	5.1	3.4	3.4	17.39	-18.31	6.84	19.91	-17.43	12.62
1	21.73	5	2	3.5	1	15	-5.1	5.5	5.53	1.53	7.70	12.03	1.51	23.80
1	25.84	5.5	2.4	3.8	1.1	15.5	-4.7	6.2	4.96	-0.80	8.82	11.86	-0.64	25.56
1	28.14	6.1	2.6	5.6	1.4	26.1	-11.6	13.8	-3.32	8.38	16.68	7.50	7.46	45.54
1	29.55	6.3	2.7	4.9	1.8	26.3	-11.5	12.5	-4.00	7.88	15.56	6.16	7.38	44.36
1	34.55	5.9	3.2	4.8	1.8	15.9	-3.9	8	4.17	-6.07	11.56	12.15	-5.05	29.06
0	32.95	4.6	3.2	1.4	0.2	4.6	3.2	3.2	15.59	-17.37	6.44	17.91	-16.53	11.68
1	29.06	7.7	2.6	6.9	2.3	27.7	-11.6	16.4	-1.70	10.00	19.46	10.74	9.98	50.44
0	31.86	4.9	3.1	1.5	0.1	4.9	3.1	3.1	15.27	-16.35	6.22	17.75	-15.63	11.74
1	25.06	6.3	2.3	4.4	1.3	16.3	-4.8	6.7	6.02	0.73	9.26	13.68	1.07	26.90
1	37.17	6.3	3.4	5.6	2.4	26.3	-10.8	14.6	-9.65	2.93	18.48	1.21	3.17	47.70
1	31.27	6	2.9	4.5	1.5	16	-4.2	7.4	4.59	-3.82	10.60	12.29	-3.16	28.08
0	32.97	4.7	3.2	1.3	0.2	4.7	3.2	3.2	15.71	-17.25	6.44	17.95	-16.41	11.78
1	28.99	5.8	2.7	3.9	1.2	15.8	-4.4	6.6	4.71	-2.58	9.54	11.77	-2.26	26.66
1	27.09	5.5	2.5	4	1.3	15.5	-4.6	6.5	4.79	-1.46	9.26	11.89	-1.08	26.06
0	34.99	5.2	3.4	1.4	0.2	5.2	3.4	3.4	17.55	-18.15	6.84	19.99	-17.27	12.72
1	36.30	6.7	3.3	5.7	2.5	26.7	-10.9	14.7	-8.47	4.07	18.50	2.57	4.39	48.14
1	35.10	6.4	3.2	5.3	2.3	26.4	-11	13.8	-8.00	4.48	17.46	2.58	4.58	46.62
0	41.00	5.8	4	1.2	0.2	5.8	4	4	22.60	-21.80	8.04	24.96	-20.80	14.64
0	31.90	4.9	3.1	1.5	0.1	4.9	3.1	3.1	15.31	-16.31	6.22	17.79	-15.59	11.74
0	41.91	5.2	4.1	1.5	0.1	5.2	4.1	4.1	22.82	-23.10	8.22	25.36	-22.18	14.24
0	35.01	5.4	3.4	1.7	0.2	5.4	3.4	3.4	17.77	-17.93	6.84	20.55	-17.05	12.92
1	33.23	6.7	3.1	4.4	1.4	16.7	-4	7.5	5.13	-4.48	10.88	12.87	-3.88	29.08
1	33.14	7.7	3	6.1	2.3	27.7	-11.2	15.2	-5.06	7.24	18.66	6.58	7.30	49.40
